0011101001,00000001
0011101010,00010000
0011101110,00010000
0011100010,00010001
0011101100,00010010
0011110000,00100001
0011110001,00100001
0011110100,00010001
0011110111,00000001
0011110010,00100001
0011110011,00100000
0100000000,00010010
0100000001,00000001
0100000110,00010010
0100001111,00010101
0100000011,00100001
0100000100,00010001
0100001101,00000000
0100000111,00100000
0100001001,00010001
0100001010,00010000
0100001110,00010010
0100000010,00110000
0100001100,00100000
0100010000,00010000
0100010001,00000000
0100010100,00010001
0100010111,00010010
0100010010,00010001
0100010011,00010010
0100100000,00110001
0100100001,00010001
0100100110,00000100
0100101111,00010001
0100100011,00000001
0100100100,00000100
0100101101,00110010
0100100111,00000000
0100101000,00110001
0100101010,00010010
0100101110,01000000
0100100010,00000010
0100101100,00100011
0100110000,00010010
0100110001,00100001
0100110100,00010000
0100110111,00010000
0100110010,00100001
0100110011,00000000
0101000000,00010000
0101000001,00000000
0101000110,00010011
0101001111,01000000
0101000011,00010001
0101000100,00110001
0101001101,00000010
0101000111,00100001
0101001000,01000000
0101001001,00110001
0101001110,00010001
0101000010,00010000
0101001100,00010010
0101010000,00110010
0101010001,00010010
0101010100,00000000
0101010111,01000000
0101010010,00100001
0101010011,00010001
0111000000,00000001
0111000001,00010001
0111000110,00100100
0111001111,00010000
0111000011,00010000
0111000100,00100011
0111001101,00100001
0111000111,00010011
0111001000,00010010
0111001001,00010001
0111001010,00100011
0111000010,00010001
0111001100,00010001
0111010000,00000101
0111010001,00010000
0111010100,00100001
0111010111,00100000
0111010010,01000010
0111010011,00010001
0001000000,00000001
0001000001,00000010
0001000110,00010010
0001001111,00000000
0001000011,00010000
0001000100,00100001
0001001101,00000010
0001000111,00010000
0001001000,00010010
0001001001,01000000
0001001010,00000000
0001001110,00010001
0001001100,00010000
0001010000,00000000
0001010001,00000000
0001010100,00100001
0001010111,00000001
0001010010,00000001
0001010011,00010000
0110000000,00100010
0110000001,00100001
0110000110,00000101
0110001111,00110000
0110000011,00110010
0110000100,00100001
0110001101,00100000
0110000111,00110001
0110001000,00010000
0110001001,00110000
0110001010,00010011
0110001110,00100000
0110000010,00100010
0110010000,00000010
0110010001,00000010
0110010100,00000000
0110010111,00000100
0110010010,00010010
0110010011,00000010
1000000000,01010001
1000000001,00100000
1000000110,00100001
1000001111,00110001
1000000011,00100000
1000000100,01010001
1000001101,00100010
1000000111,01000000
1000001000,00110000
1000001001,01010001
1000001010,01100010
1000001110,01010010
1000000010,01000010
1000001100,00100000
1000010001,01000011
1000010100,01000001
1000010111,00010001
1000010010,01000011
1000010011,01000000
1000100000,00100000
1000100001,00000001
1000100110,00110010
1000101111,00110011
1000100011,00100001
1000100100,00010001
1000101101,00000001
1000100111,00010001
1000101000,00100010
1000101001,00010001
1000101010,01000010
1000101110,00110000
1000100010,00000000
1000101100,01000000
1000110000,00110011
1000110100,00100001
1000110111,01000010
1000110010,01000001
1000110011,00100000
1010000000,00100001
1010000001,00000001
1010000110,00100011
1010001111,01010001
1010000011,01000001
1010000100,00110001
1010001101,00110000
1010000111,00100001
1010001000,00110000
1010001001,00000000
1010001010,00000010
1010001110,00110010
1010000010,00010000
1010001100,00100001
1010010000,00010000
1010010001,00010010
1010010111,01000011
1010010010,00010010
1010010011,01000000
1011100000,00110010
1011100001,00100000
1011100110,00010001
1011101111,00110000
1011100011,00100001
1011100100,00110011
1011101101,00100001
1011100111,01000010
1011101000,00010000
1011101001,00100010
1011101010,01010001
1011101110,00100000
1011100010,01000000
1011101100,00000001
1011110000,00000101
1011110001,00100101
1011110100,00100000
1011110010,00100001
1011110011,00100000
1001000000,00100010
1001000001,00000011
1001000110,00010011
1001001111,00000001
1001000011,00000010
1001000100,00010000
1001001101,00010001
1001000111,00100001
1001001000,00010000
1001001001,00100000
1001001010,00010001
1001001110,00110001
1001000010,00010011
1001001100,01100001
1001010000,00100011
1001010001,00100010
1001010100,00010001
1001010111,00010001
1001010011,00100000
1001100000,00010010
1001100001,00010011
1001100110,00000011
1001101111,00010010
1001100011,00000001
1001100100,01010011
1001101101,00000000
1001100111,00000001
1001101000,00000000
1001101001,00000001
1001101010,00000001
1001101110,00110010
1001100010,00110001
1001101100,00110000
1001110000,00010001
1001110001,00010010
1001110100,00100001
1001110111,00100010
1001110010,00000001
