0000000001,00110000
0000000110,00100010
0000001111,00100011
0000001101,00110011
0000000111,00000000
0000001000,00000001
0000001001,00110000
0000001010,00110000
0000001110,00010000
0000000010,00110001
0000001011,00010001
0000001100,00010001
0000010000,00000011
0000010001,00100000
0000010100,00010000
0000010101,00010001
0000010111,00000011
0000011000,00010001
0000010011,00100001
0000100000,00100001
0000100110,00010010
0000101111,00000010
0000101101,00110001
0000100111,00110000
0000101000,00100000
0000101001,00110010
0000101010,00100001
0000101110,00010001
0000100010,00000000
0000101011,01000000
0000101100,00110001
0000110000,00010100
0000110001,00010001
0000110100,00000000
0000110101,01000000
0000110111,00000000
0000111000,00110000
0000110011,00110001
0011000000,00100000
0011000001,01010000
0011001111,01000010
0011001101,01000000
0011000111,01000000
0011001000,01010011
0011001001,01010000
0011001010,01000001
0011001110,01010000
0011000010,10000000
0011001011,00110000
0011001100,01000000
0011010000,00010010
0011010001,00100001
0011010100,00000000
0011010101,00110001
0011010111,01010001
0011011000,01010000
0011010011,01000000
0111100000,00100001
0111100001,00100010
0111100110,00100010
0111101101,00010001
0111100111,00010001
0111101000,00010010
0111101001,00000001
0111101010,00000000
0111101110,00010000
0111100010,00010000
0111101011,00010001
0111101100,00000010
0111110000,00100011
0111110001,00100011
0111110100,00010001
0111110101,00100000
0111110111,00100001
0111111000,00110001
0111110011,01000011
0110100000,00100001
0110100001,01000010
0110100110,00010001
0110101111,00010000
0110100111,00010000
0110101000,00110000
0110101001,00010010
0110101010,00010010
0110101110,00010000
0110100010,00010010
0110101011,00110001
0110101100,01010001
0110110000,00000100
0110110001,00100010
0110110100,00010001
0110110101,00000011
0110110111,01000000
0110111000,00000000
0110110011,00000010
0011100000,00000000
0011100001,00110010
0011100110,00010000
0011101111,00010000
0011101101,00010001
0011101000,00010000
0011101001,00010001
0011101010,00010011
0011101110,00010011
0011100010,00100010
0011101011,00010001
0011101100,00000001
0011110000,00000001
0011110001,00010000
0011110100,01010001
0011110101,00100000
0011110111,00110001
0011111000,00000000
0011110011,00000010
0100000000,00100010
0100000001,00000000
0100000110,00000001
0100001111,00000001
0100001101,00100001
0100000111,00010000
0100001001,00100001
0100001010,00100001
0100001110,00100010
0100000010,00010001
0100001011,00000000
0100001100,00010010
0100010000,00010010
0100010001,01000001
0100010100,00000011
0100010101,00100001
0100010111,00000001
0100011000,00010000
0100010011,00010000
0100100000,00110000
0100100001,00100000
0100100110,00010010
0100101111,00110001
0100101101,00110001
0100100111,00010010
0100101000,00110001
0100101010,00110000
