0100101110,00000000
0100100010,00000010
0100101011,00010001
0100101100,00110101
0100110000,00010000
0100110001,00110010
0100110100,00010000
0100110101,01000000
0100110111,00000010
0100111000,00010000
0100110011,00000000
0101000000,00010000
0101000001,00000000
0101000110,00010100
0101001111,00000010
0101001101,00100001
0101000111,00110010
0101001000,01000000
0101001001,00010000
0101001110,00110001
0101000010,00010001
0101001011,00110000
0101001100,01000010
0101010000,00000100
0101010001,00010001
0101010100,00100001
0101010101,00010000
0101010111,00010000
0101011000,00100001
0101010011,01010001
0111000000,00010001
0111000001,00100001
0111000110,00000010
0111001111,00010000
0111001101,00010000
0111000111,00010010
0111001000,00000000
0111001001,00010000
0111001010,00000001
0111000010,00010001
0111001011,00100001
0111001100,00010000
0111010000,00010010
0111010001,00100001
0111010100,00000000
0111010101,00010010
0111010111,00010001
0111011000,01000000
0111010011,00010000
0001000000,00100001
0001000001,00000001
0001000110,00110010
0001001111,00100001
0001001101,00100000
0001000111,00000000
0001001000,00100001
0001001001,00100000
0001001010,00010001
0001001110,00100010
0001001011,00000010
0001001100,00000000
0001010000,00010101
0001010001,00010000
0001010100,00000000
0001010101,00100001
0001010111,00010001
0001011000,00100001
0001010011,00110000
0101100000,00000001
0101100001,00000000
0101100110,00000010
0101101111,00010000
0101101101,00000001
0101100111,00010010
0101101000,00000001
0101101001,00000000
0101101010,00010011
0101101110,00000011
0101100010,00100100
0101101100,00010001
0101110000,00000000
0101110001,00000000
0101110100,00000011
0101110101,00010001
0101110111,00100010
0101111000,00010000
0101110011,00010000
0110000000,00100011
0110000001,00000001
0110000110,00000111
0110001111,00110000
0110001101,00000001
0110000111,00100000
0110001000,00010000
0110001001,00010010
0110001010,00100000
0110001110,00000001
0110000010,01100000
0110001011,01000010
0110010000,00000001
0110010001,01000000
0110010100,00100001
0110010101,00010011
0110010111,00010010
0110011000,00000010
0110010011,00000000
1000000000,01000001
1000000001,01000001
1000000110,00010011
1000001111,01000001
1000001101,01010000
1000000111,01000010
1000001000,01010001
1000001001,01000010
1000001010,00010001
1000001110,01000001
1000000010,01110001
1000001011,01000000
1000001100,01100010
1000010001,01010001
1000010100,00110000
1000010101,00110001
1000010111,00000000
1000011000,00110000
1000010011,00110001
1000100000,00010010
1000100001,00000100
1000100110,00100010
1000101111,00010001
1000101101,00000000
1000100111,00000000
1000101000,00010000
1000101001,00010011
1000101010,00110010
1000101110,00010000
1000100010,00000000
1000101011,00110000
1000101100,01000000
1000110000,00000001
1000110100,00100000
1000110101,01010001
1000110111,00010000
1000111000,00010001
1000110011,00110000
1010000000,00010010
1010000001,00010001
1010000110,00000010
1010001111,00010010
1010001101,00000000
1010000111,00110000
1010001000,00010010
1010001001,00010001
1010001010,00100001
1010001110,00110001
1010000010,00100000
1010001011,00100010
1010001100,01010010
1010010000,00100110
1010010001,00010000
1010010101,00100001
1010010111,00010000
1010011000,00010010
1010010011,00110000
1010100000,00010001
1010100001,00010001
1010100110,00000001
1010101111,00100001
1010101101,00010010
1010100111,00100001
1010101000,00100000
1010101001,00110010
1010101010,00100001
1010101110,00100011
1010100010,00010001
1010101011,00000000
1010101100,00100001
1010110000,00000011
1010110001,00010010
1010110100,00010000
1010110111,00000001
1010111000,00100011
1010110011,00010010
1011100000,00010001
1011100001,00010000
1011100110,00100010
1011101111,01000000
1011101101,00100001
1011100111,00110001
1011101000,00010000
1011101001,00010001
1011101010,00100000
1011101110,00100010
1011100010,01000000
1011101011,01000011
1011101100,01000001
1011110000,00100011
1011110001,00000001
1011110100,00010010
1011110101,01000000
1011111000,00010000
1011110011,00010010
1100000000,00100010
1100000001,00000001
1100000110,00000000
1100001111,00010000
1100001101,00000000
1100000111,00010010
1100001000,00110001
1100001001,00000011
1100001010,00100001
1100001110,00100000
1100000010,00010001
1100001011,00010001
1100001100,00100000
1100010000,00010001
1100010001,00010001
1100010100,00100010
1100010101,00110000
1100010111,00100010
1100010011,00100010
1001100000,00100000
1001100001,00010000
1001100110,00010100
1001101111,00000010
1001101101,00100001
1001100111,00010001
1001101000,00010000
1001101001,00010000
1001101010,00000000
1001101110,00000001
1001100010,00010001
1001101011,00100001
1001101100,00010010
1001110000,00000110
1001110001,00100000
1001110100,00000001
1001110101,00100010
1001110111,00000001
1001111000,00100001
